index,zone,year,month,day,hour,load
27418,206,2023,6,12,7,0
27419,206,2023,6,12,8,0
27420,206,2023,6,12,9,0
27421,206,2023,6,12,10,3
27422,206,2023,6,12,11,18
27423,206,2023,6,12,12,27
27424,206,2023,6,12,13,34
27425,206,2023,6,12,14,25
27426,206,2023,6,12,15,28
27427,206,2023,6,12,16,27
27428,206,2023,6,12,17,19
27429,206,2023,6,12,18,19
27430,206,2023,6,12,19,16
27431,206,2023,6,12,20,13
27432,206,2023,6,12,21,11
27433,206,2023,6,12,22,6
27434,206,2023,6,12,23,2
27435,206,2023,6,13,0,2
27436,206,2023,6,13,1,2
27437,206,2023,6,13,2,2
27438,206,2023,6,13,3,2
27439,206,2023,6,13,4,2
27440,206,2023,6,13,5,2
27441,206,2023,6,13,6,2
27442,206,2023,6,13,7,2
27443,206,2023,6,13,8,6
27444,206,2023,6,13,9,9
27445,206,2023,6,13,10,10
27446,206,2023,6,13,11,8
27447,206,2023,6,13,12,7
27448,206,2023,6,13,13,7
27449,206,2023,6,13,14,9
27450,206,2023,6,13,15,12
27451,206,2023,6,13,16,11
27452,206,2023,6,13,17,8
27453,206,2023,6,13,18,4
27454,206,2023,6,13,19,4
27455,206,2023,6,13,20,7
27456,206,2023,6,13,21,6
27457,206,2023,6,13,22,6
27458,206,2023,6,13,23,5
27459,206,2023,6,14,0,4
27460,206,2023,6,14,1,2
27461,206,2023,6,14,2,1
27462,206,2023,6,14,3,1
27463,206,2023,6,14,4,0
27464,206,2023,6,14,5,0
27465,206,2023,6,14,6,0
27466,206,2023,6,14,7,0
27467,206,2023,6,14,8,2
27468,206,2023,6,14,9,5
27469,206,2023,6,14,10,6
27470,206,2023,6,14,11,10
27471,206,2023,6,14,12,7
27472,206,2023,6,14,13,3
27473,206,2023,6,14,14,2
27474,206,2023,6,14,15,3
27475,206,2023,6,14,16,6
27476,206,2023,6,14,17,9
27477,206,2023,6,14,18,14
27478,206,2023,6,14,19,13
27479,206,2023,6,14,20,13
27480,206,2023,6,14,21,7
27481,206,2023,6,14,22,5
27482,206,2023,6,14,23,2
27483,206,2023,6,15,0,2
27484,206,2023,6,15,1,1
27485,206,2023,6,15,2,1
27486,206,2023,6,15,3,1
27487,206,2023,6,15,4,0
27488,206,2023,6,15,5,0
27489,206,2023,6,15,6,0
27490,206,2023,6,15,7,2
27491,206,2023,6,15,8,6
27492,206,2023,6,15,9,8
27493,206,2023,6,15,10,10
27494,206,2023,6,15,11,10
27495,206,2023,6,15,12,10
27496,206,2023,6,15,13,12
27497,206,2023,6,15,14,10
27498,206,2023,6,15,15,11
27499,206,2023,6,15,16,10
27500,206,2023,6,15,17,11
27501,206,2023,6,15,18,8
27502,206,2023,6,15,19,10
27503,206,2023,6,15,20,13
27504,206,2023,6,15,21,13
27505,206,2023,6,15,22,6
27506,206,2023,6,15,23,1
27507,206,2023,6,16,0,1
27508,206,2023,6,16,1,1
27509,206,2023,6,16,2,0
27510,206,2023,6,16,3,0
27511,206,2023,6,16,4,0
27512,206,2023,6,16,5,0
27513,206,2023,6,16,6,0
27514,206,2023,6,16,7,2
27515,206,2023,6,16,8,4
27516,206,2023,6,16,9,7
27517,206,2023,6,16,10,7
27518,206,2023,6,16,11,7
27519,206,2023,6,16,12,6
27520,206,2023,6,16,13,7
27521,206,2023,6,16,14,8
27522,206,2023,6,16,15,8
27523,206,2023,6,16,16,8
27524,206,2023,6,16,17,5
27525,206,2023,6,16,18,7
27526,206,2023,6,16,19,9
27527,206,2023,6,16,20,12
27528,206,2023,6,16,21,14
27529,206,2023,6,16,22,12
27530,206,2023,6,16,23,5
27531,206,2023,6,17,0,4
27532,206,2023,6,17,1,0
27533,206,2023,6,17,2,0
27534,206,2023,6,17,3,0
27535,206,2023,6,17,4,0
27536,206,2023,6,17,5,0
27537,206,2023,6,17,6,0
27538,206,2023,6,17,7,0
27539,206,2023,6,17,8,0
27540,206,2023,6,17,9,1
27541,206,2023,6,17,10,3
27542,206,2023,6,17,11,5
27543,206,2023,6,17,12,6
27544,206,2023,6,17,13,16
27545,206,2023,6,17,14,18
27546,206,2023,6,17,15,18
27547,206,2023,6,17,16,19
27548,206,2023,6,17,17,21
27549,206,2023,6,17,18,26
27550,206,2023,6,17,19,29
27551,206,2023,6,17,20,31
27552,206,2023,6,17,21,27
27553,206,2023,6,17,22,11
27554,206,2023,6,17,23,5
27555,206,2023,6,18,0,2
27556,206,2023,6,18,1,0
27557,206,2023,6,18,2,0
27558,206,2023,6,18,3,0
27559,206,2023,6,18,4,0
27560,206,2023,6,18,5,0
27561,206,2023,6,18,6,0
27562,206,2023,6,18,7,1
27563,206,2023,6,18,8,1
27564,206,2023,6,18,9,0
27565,206,2023,6,18,10,2
27566,206,2023,6,18,11,5
27567,206,2023,6,18,12,9
27568,206,2023,6,18,13,11
27569,206,2023,6,18,14,10
27570,206,2023,6,18,15,9
27571,206,2023,6,18,16,8
27572,206,2023,6,18,17,10
27573,206,2023,6,18,18,12
27574,206,2023,6,18,19,8
27575,206,2023,6,18,20,6
27576,206,2023,6,18,21,6
27577,206,2023,6,18,22,4
27578,206,2023,6,18,23,3
27579,206,2023,6,19,0,1
27580,206,2023,6,19,1,0
27581,206,2023,6,19,2,0
27582,206,2023,6,19,3,0
27583,206,2023,6,19,4,0
27584,206,2023,6,19,5,0
27585,206,2023,6,19,6,0
27586,206,2023,6,19,7,0
27587,206,2023,6,19,8,6
27588,206,2023,6,19,9,8
27589,206,2023,6,19,10,9
27590,206,2023,6,19,11,11
27591,206,2023,6,19,12,12
27592,206,2023,6,19,13,14
27593,206,2023,6,19,14,12
27594,206,2023,6,19,15,11
27595,206,2023,6,19,16,11
27596,206,2023,6,19,17,11
27597,206,2023,6,19,18,6
27598,206,2023,6,19,19,7
27599,206,2023,6,19,20,6
27600,206,2023,6,19,21,7
27601,206,2023,6,19,22,6
27602,206,2023,6,19,23,2
27603,206,2023,6,20,0,0
27604,206,2023,6,20,1,0
27605,206,2023,6,20,2,0
27606,206,2023,6,20,3,0
27607,206,2023,6,20,4,0
27608,206,2023,6,20,5,0
27609,206,2023,6,20,6,0
27610,206,2023,6,20,7,1
27611,206,2023,6,20,8,5
27612,206,2023,6,20,9,6
27613,206,2023,6,20,10,7
27614,206,2023,6,20,11,10
27615,206,2023,6,20,12,10
27616,206,2023,6,20,13,6
27617,206,2023,6,20,14,8
27618,206,2023,6,20,15,7
27619,206,2023,6,20,16,6
27620,206,2023,6,20,17,8
27621,206,2023,6,20,18,11
27622,206,2023,6,20,19,9
27623,206,2023,6,20,20,9
27624,206,2023,6,20,21,6
27625,206,2023,6,20,22,2
27626,206,2023,6,20,23,0
27627,206,2023,6,21,0,0
27628,206,2023,6,21,1,0
27629,206,2023,6,21,2,0
27630,206,2023,6,21,3,0
27631,206,2023,6,21,4,0
27632,206,2023,6,21,5,0
27633,206,2023,6,21,6,0
27634,206,2023,6,21,7,0
27635,206,2023,6,21,8,3
27636,206,2023,6,21,9,3
27637,206,2023,6,21,10,5
27638,206,2023,6,21,11,5
27639,206,2023,6,21,12,6
27640,206,2023,6,21,13,8
27641,206,2023,6,21,14,5
27642,206,2023,6,21,15,4
27643,206,2023,6,21,16,5
27644,206,2023,6,21,17,5
27645,206,2023,6,21,18,11
27646,206,2023,6,21,19,11
27647,206,2023,6,21,20,11
27648,206,2023,6,21,21,5
27649,206,2023,6,21,22,0
27650,206,2023,6,21,23,0
27651,206,2023,6,22,0,0
27652,206,2023,6,22,1,0
27653,206,2023,6,22,2,0
27654,206,2023,6,22,3,0
27655,206,2023,6,22,4,0
27656,206,2023,6,22,5,0
27657,206,2023,6,22,6,0
27658,206,2023,6,22,7,4
27659,206,2023,6,22,8,6
27660,206,2023,6,22,9,8
27661,206,2023,6,22,10,5
27662,206,2023,6,22,11,5
27663,206,2023,6,22,12,9
27664,206,2023,6,22,13,9
27665,206,2023,6,22,14,8
27666,206,2023,6,22,15,10
27667,206,2023,6,22,16,8
27668,206,2023,6,22,17,5
27669,206,2023,6,22,18,5
27670,206,2023,6,22,19,9
27671,206,2023,6,22,20,9
27672,206,2023,6,22,21,9
27673,206,2023,6,22,22,7
27674,206,2023,6,22,23,5
27675,206,2023,6,23,0,4
27676,206,2023,6,23,1,3
27677,206,2023,6,23,2,2
27678,206,2023,6,23,3,1
27679,206,2023,6,23,4,0
27680,206,2023,6,23,5,1
27681,206,2023,6,23,6,1
27682,206,2023,6,23,7,1
27683,206,2023,6,23,8,6
27684,206,2023,6,23,9,8
27685,206,2023,6,23,10,8
27686,206,2023,6,23,11,9
27687,206,2023,6,23,12,8
27688,206,2023,6,23,13,9
27689,206,2023,6,23,14,9
27690,206,2023,6,23,15,7
27691,206,2023,6,23,16,8
27692,206,2023,6,23,17,8
27693,206,2023,6,23,18,18
27694,206,2023,6,23,19,21
27695,206,2023,6,23,20,27
27696,206,2023,6,23,21,23
27697,206,2023,6,23,22,21
27698,206,2023,6,23,23,24
27699,206,2023,6,24,0,21
27700,206,2023,6,24,1,12
27701,206,2023,6,24,2,6
27702,206,2023,6,24,3,3
27703,206,2023,6,24,4,0
27704,206,2023,6,24,5,0
27705,206,2023,6,24,6,0
27706,206,2023,6,24,7,1
27707,206,2023,6,24,8,2
27708,206,2023,6,24,9,2
27709,206,2023,6,24,10,8
27710,206,2023,6,24,11,12
27711,206,2023,6,24,12,8
27712,206,2023,6,24,13,8
27713,206,2023,6,24,14,12
27714,206,2023,6,24,15,17
27715,206,2023,6,24,16,16
27716,206,2023,6,24,17,15
27717,206,2023,6,24,18,17
27718,206,2023,6,24,19,17
27719,206,2023,6,24,20,14
27720,206,2023,6,24,21,13
27721,206,2023,6,24,22,9
27722,206,2023,6,24,23,5
27723,206,2023,6,25,0,0
27724,206,2023,6,25,1,0
27725,206,2023,6,25,2,0
27726,206,2023,6,25,3,0
27727,206,2023,6,25,4,0
27728,206,2023,6,25,5,0
27729,206,2023,6,25,6,0
27730,206,2023,6,25,7,0
27731,206,2023,6,25,8,0
27732,206,2023,6,25,9,1
27733,206,2023,6,25,10,1
27734,206,2023,6,25,11,3
27735,206,2023,6,25,12,8
27736,206,2023,6,25,13,11
27737,206,2023,6,25,14,14
27738,206,2023,6,25,15,15
27739,206,2023,6,25,16,15
27740,206,2023,6,25,17,13
27741,206,2023,6,25,18,10
27742,206,2023,6,25,19,6
27743,206,2023,6,25,20,4
27744,206,2023,6,25,21,3
27745,206,2023,6,25,22,3
27746,206,2023,6,25,23,1
27747,206,2023,6,26,0,1
27748,206,2023,6,26,1,1
27749,206,2023,6,26,2,1
27750,206,2023,6,26,3,1
27751,206,2023,6,26,4,1
27752,206,2023,6,26,5,1
27753,206,2023,6,26,6,0
27754,206,2023,6,26,7,1
27755,206,2023,6,26,8,2
27756,206,2023,6,26,9,3
27757,206,2023,6,26,10,4
27758,206,2023,6,26,11,6
27759,206,2023,6,26,12,4
27760,206,2023,6,26,13,1
27761,206,2023,6,26,14,5
27762,206,2023,6,26,15,6
27763,206,2023,6,26,16,5
27764,206,2023,6,26,17,6
27765,206,2023,6,26,18,8
27766,206,2023,6,26,19,8
27767,206,2023,6,26,20,6
27768,206,2023,6,26,21,7
27769,206,2023,6,26,22,3
27770,206,2023,6,26,23,3
27771,206,2023,6,27,0,1
27772,206,2023,6,27,1,0
27773,206,2023,6,27,2,0
27774,206,2023,6,27,3,0
27775,206,2023,6,27,4,0
27776,206,2023,6,27,5,0
27777,206,2023,6,27,6,0
27778,206,2023,6,27,7,3
27779,206,2023,6,27,8,4
27780,206,2023,6,27,9,5
27781,206,2023,6,27,10,7
27782,206,2023,6,27,11,3
27783,206,2023,6,27,12,2
27784,206,2023,6,27,13,4
27785,206,2023,6,27,14,4
27786,206,2023,6,27,15,3
27787,206,2023,6,27,16,2
27788,206,2023,6,27,17,6
27789,206,2023,6,27,18,10
27790,206,2023,6,27,19,13
27791,206,2023,6,27,20,10
27792,206,2023,6,27,21,9
27793,206,2023,6,27,22,6
27794,206,2023,6,27,23,4
27795,206,2023,6,28,0,4
27796,206,2023,6,28,1,1
27797,206,2023,6,28,2,1
27798,206,2023,6,28,3,0
27799,206,2023,6,28,4,0
27800,206,2023,6,28,5,0
27801,206,2023,6,28,6,1
27802,206,2023,6,28,7,1
27803,206,2023,6,28,8,4
27804,206,2023,6,28,9,7
27805,206,2023,6,28,10,12
27806,206,2023,6,28,11,12
27807,206,2023,6,28,12,10
27808,206,2023,6,28,13,9
27809,206,2023,6,28,14,8
27810,206,2023,6,28,15,3
27811,206,2023,6,28,16,4
27812,206,2023,6,28,17,5
27813,206,2023,6,28,18,8
27814,206,2023,6,28,19,8
27815,206,2023,6,28,20,10
27816,206,2023,6,28,21,11
27817,206,2023,6,28,22,11
27818,206,2023,6,28,23,5
27819,206,2023,6,29,0,4
27820,206,2023,6,29,1,3
27821,206,2023,6,29,2,2
27822,206,2023,6,29,3,1
27823,206,2023,6,29,4,0
27824,206,2023,6,29,5,0
27825,206,2023,6,29,6,0
27826,206,2023,6,29,7,0
27827,206,2023,6,29,8,2
27828,206,2023,6,29,9,5
27829,206,2023,6,29,10,6
27830,206,2023,6,29,11,8
27831,206,2023,6,29,12,9
27832,206,2023,6,29,13,7
27833,206,2023,6,29,14,6
27834,206,2023,6,29,15,8
27835,206,2023,6,29,16,9
27836,206,2023,6,29,17,12
27837,206,2023,6,29,18,14
27838,206,2023,6,29,19,14
27839,206,2023,6,29,20,13
27840,206,2023,6,29,21,9
27841,206,2023,6,29,22,4
27842,206,2023,6,29,23,2
27843,206,2023,6,30,0,0
27844,206,2023,6,30,1,0
27845,206,2023,6,30,2,0
27846,206,2023,6,30,3,0
27847,206,2023,6,30,4,0
27848,206,2023,6,30,5,0
27849,206,2023,6,30,6,0
27850,206,2023,6,30,7,1
27851,206,2023,6,30,8,3
27852,206,2023,6,30,9,7
27853,206,2023,6,30,10,8
27854,206,2023,6,30,11,8
27855,206,2023,6,30,12,9
27856,206,2023,6,30,13,8
27857,206,2023,6,30,14,10
27858,206,2023,6,30,15,10
27859,206,2023,6,30,16,12
27860,206,2023,6,30,17,14
27861,206,2023,6,30,18,14
27862,206,2023,6,30,19,17
27863,206,2023,6,30,20,16
27864,206,2023,6,30,21,9
27865,206,2023,6,30,22,5
27866,206,2023,6,30,23,5
27867,206,2023,7,1,0,3
27868,206,2023,7,1,1,2
27869,206,2023,7,1,2,0
27870,206,2023,7,1,3,0
27871,206,2023,7,1,4,0
27872,206,2023,7,1,5,0
27873,206,2023,7,1,6,0
27874,206,2023,7,1,7,0
27875,206,2023,7,1,8,0
27876,206,2023,7,1,9,2
27877,206,2023,7,1,10,2
27878,206,2023,7,1,11,3
27879,206,2023,7,1,12,7
27880,206,2023,7,1,13,10
27881,206,2023,7,1,14,10
27882,206,2023,7,1,15,11
27883,206,2023,7,1,16,15
27884,206,2023,7,1,17,15
27885,206,2023,7,1,18,10
27886,206,2023,7,1,19,10
27887,206,2023,7,1,20,10
27888,206,2023,7,1,21,11
27889,206,2023,7,1,22,11
27890,206,2023,7,1,23,9
27891,206,2023,7,2,0,9
27892,206,2023,7,2,1,4
27893,206,2023,7,2,2,3
27894,206,2023,7,2,3,0
27895,206,2023,7,2,4,0
27896,206,2023,7,2,5,0
27897,206,2023,7,2,6,0
27898,206,2023,7,2,7,0
27899,206,2023,7,2,8,0
27900,206,2023,7,2,9,3
27901,206,2023,7,2,10,4
27902,206,2023,7,2,11,6
27903,206,2023,7,2,12,8
27904,206,2023,7,2,13,12
27905,206,2023,7,2,14,13
27906,206,2023,7,2,15,12
27907,206,2023,7,2,16,8
27908,206,2023,7,2,17,11
27909,206,2023,7,2,18,12
27910,206,2023,7,2,19,9
27911,206,2023,7,2,20,9
27912,206,2023,7,2,21,7
27913,206,2023,7,2,22,5
27914,206,2023,7,2,23,4
27915,206,2023,7,3,0,1
27916,206,2023,7,3,1,0
27917,206,2023,7,3,2,0
27918,206,2023,7,3,3,0
27919,206,2023,7,3,4,0
27920,206,2023,7,3,5,0
27921,206,2023,7,3,6,0
27922,206,2023,7,3,7,3
27923,206,2023,7,3,8,3
27924,206,2023,7,3,9,4
27925,206,2023,7,3,10,4
27926,206,2023,7,3,11,2
27927,206,2023,7,3,12,2
27928,206,2023,7,3,13,5
27929,206,2023,7,3,14,4
27930,206,2023,7,3,15,3
27931,206,2023,7,3,16,2
27932,206,2023,7,3,17,4
27933,206,2023,7,3,18,6
27934,206,2023,7,3,19,3
27935,206,2023,7,3,20,5
27936,206,2023,7,3,21,7
27937,206,2023,7,3,22,5
27938,206,2023,7,3,23,6
27939,206,2023,7,4,0,3
27940,206,2023,7,4,1,1
27941,206,2023,7,4,2,0
27942,206,2023,7,4,3,0
27943,206,2023,7,4,4,0
27944,206,2023,7,4,5,0
27945,206,2023,7,4,6,0
27946,206,2023,7,4,7,0
27947,206,2023,7,4,8,0
27948,206,2023,7,4,9,1
27949,206,2023,7,4,10,8
27950,206,2023,7,4,11,11
27951,206,2023,7,4,12,6
27952,206,2023,7,4,13,4
27953,206,2023,7,4,14,7
27954,206,2023,7,4,15,10
27955,206,2023,7,4,16,8
27956,206,2023,7,4,17,7
27957,206,2023,7,4,18,10
27958,206,2023,7,4,19,12
27959,206,2023,7,4,20,12
27960,206,2023,7,4,21,15
27961,206,2023,7,4,22,9
27962,206,2023,7,4,23,2
27963,206,2023,7,5,0,1
27964,206,2023,7,5,1,0
27965,206,2023,7,5,2,1
27966,206,2023,7,5,3,1
27967,206,2023,7,5,4,1
27968,206,2023,7,5,5,1
27969,206,2023,7,5,6,0
27970,206,2023,7,5,7,1
27971,206,2023,7,5,8,4
27972,206,2023,7,5,9,6
27973,206,2023,7,5,10,9
27974,206,2023,7,5,11,12
27975,206,2023,7,5,12,12
27976,206,2023,7,5,13,12
27977,206,2023,7,5,14,12
27978,206,2023,7,5,15,16
27979,206,2023,7,5,16,16
27980,206,2023,7,5,17,16
27981,206,2023,7,5,18,16
27982,206,2023,7,5,19,11
27983,206,2023,7,5,20,9
27984,206,2023,7,5,21,14
27985,206,2023,7,5,22,11
27986,206,2023,7,5,23,7
27987,206,2023,7,6,0,3
27988,206,2023,7,6,1,0
27989,206,2023,7,6,2,0
27990,206,2023,7,6,3,0
27991,206,2023,7,6,4,0
27992,206,2023,7,6,5,0
27993,206,2023,7,6,6,0
27994,206,2023,7,6,7,0
27995,206,2023,7,6,8,3
27996,206,2023,7,6,9,4
27997,206,2023,7,6,10,7
27998,206,2023,7,6,11,7
27999,206,2023,7,6,12,11
28000,206,2023,7,6,13,11
28001,206,2023,7,6,14,10
28002,206,2023,7,6,15,9
28003,206,2023,7,6,16,7
28004,206,2023,7,6,17,10
28005,206,2023,7,6,18,12
28006,206,2023,7,6,19,13
28007,206,2023,7,6,20,11
28008,206,2023,7,6,21,6
28009,206,2023,7,6,22,4
28010,206,2023,7,6,23,2
28011,206,2023,7,7,0,1
28012,206,2023,7,7,1,0
28013,206,2023,7,7,2,0
28014,206,2023,7,7,3,0
28015,206,2023,7,7,4,0
28016,206,2023,7,7,5,0
28017,206,2023,7,7,6,0
28018,206,2023,7,7,7,1
28019,206,2023,7,7,8,2
28020,206,2023,7,7,9,7
28021,206,2023,7,7,10,10
28022,206,2023,7,7,11,8
28023,206,2023,7,7,12,9
28024,206,2023,7,7,13,8
28025,206,2023,7,7,14,9
28026,206,2023,7,7,15,11
28027,206,2023,7,7,16,10
28028,206,2023,7,7,17,11
28029,206,2023,7,7,18,16
28030,206,2023,7,7,19,15
28031,206,2023,7,7,20,18
28032,206,2023,7,7,21,14
28033,206,2023,7,7,22,11
28034,206,2023,7,7,23,5
28035,206,2023,7,8,0,2
28036,206,2023,7,8,1,0
28037,206,2023,7,8,2,0
28038,206,2023,7,8,3,0
28039,206,2023,7,8,4,0
28040,206,2023,7,8,5,0
28041,206,2023,7,8,6,0
28042,206,2023,7,8,7,1
28043,206,2023,7,8,8,1
28044,206,2023,7,8,9,1
28045,206,2023,7,8,10,1
28046,206,2023,7,8,11,8
28047,206,2023,7,8,12,31
28048,206,2023,7,8,13,41
28049,206,2023,7,8,14,36
28050,206,2023,7,8,15,40
28051,206,2023,7,8,16,34
28052,206,2023,7,8,17,31
28053,206,2023,7,8,18,27
28054,206,2023,7,8,19,29
28055,206,2023,7,8,20,28
28056,206,2023,7,8,21,17
28057,206,2023,7,8,22,16
28058,206,2023,7,8,23,15
28059,206,2023,7,9,0,10
28060,206,2023,7,9,1,4
28061,206,2023,7,9,2,0
28062,206,2023,7,9,3,0
28063,206,2023,7,9,4,0
28064,206,2023,7,9,5,0
28065,206,2023,7,9,6,0
28066,206,2023,7,9,7,0
28067,206,2023,7,9,8,2
28068,206,2023,7,9,9,2
28069,206,2023,7,9,10,3
28070,206,2023,7,9,11,7
28071,206,2023,7,9,12,15
28072,206,2023,7,9,13,15
28073,206,2023,7,9,14,20
28074,206,2023,7,9,15,20
28075,206,2023,7,9,16,23
28076,206,2023,7,9,17,23
28077,206,2023,7,9,18,22
28078,206,2023,7,9,19,21
28079,206,2023,7,9,20,9
28080,206,2023,7,9,21,8
28081,206,2023,7,9,22,7
28082,206,2023,7,9,23,2
28083,206,2023,7,10,0,0
28084,206,2023,7,10,1,0
28085,206,2023,7,10,2,0
28086,206,2023,7,10,3,0
28087,206,2023,7,10,4,0
28088,206,2023,7,10,5,0
28089,206,2023,7,10,6,0
28090,206,2023,7,10,7,1
28091,206,2023,7,10,8,1
28092,206,2023,7,10,9,2
28093,206,2023,7,10,10,5
28094,206,2023,7,10,11,3
28095,206,2023,7,10,12,3
28096,206,2023,7,10,13,4
28097,206,2023,7,10,14,7
28098,206,2023,7,10,15,8
28099,206,2023,7,10,16,4
28100,206,2023,7,10,17,7
28101,206,2023,7,10,18,5
28102,206,2023,7,10,19,5
28103,206,2023,7,10,20,7
28104,206,2023,7,10,21,10
28105,206,2023,7,10,22,10
28106,206,2023,7,10,23,2
28107,206,2023,7,11,0,0
28108,206,2023,7,11,1,0
28109,206,2023,7,11,2,0
28110,206,2023,7,11,3,0
28111,206,2023,7,11,4,0
28112,206,2023,7,11,5,0
28113,206,2023,7,11,6,0
28114,206,2023,7,11,7,0
28115,206,2023,7,11,8,1
28116,206,2023,7,11,9,5
28117,206,2023,7,11,10,10
28118,206,2023,7,11,11,12
28119,206,2023,7,11,12,11
28120,206,2023,7,11,13,12
28121,206,2023,7,11,14,8
28122,206,2023,7,11,15,7
28123,206,2023,7,11,16,6
28124,206,2023,7,11,17,8
28125,206,2023,7,11,18,9
28126,206,2023,7,11,19,9
28127,206,2023,7,11,20,10
28128,206,2023,7,11,21,10
28129,206,2023,7,11,22,9
28130,206,2023,7,11,23,6
28131,206,2023,7,12,0,5
28132,206,2023,7,12,1,3
28133,206,2023,7,12,2,0
28134,206,2023,7,12,3,0
28135,206,2023,7,12,4,0
28136,206,2023,7,12,5,0
28137,206,2023,7,12,6,0
28138,206,2023,7,12,7,0
28139,206,2023,7,12,8,2
28140,206,2023,7,12,9,5
28141,206,2023,7,12,10,6
28142,206,2023,7,12,11,5
28143,206,2023,7,12,12,7
28144,206,2023,7,12,13,8
28145,206,2023,7,12,14,6
28146,206,2023,7,12,15,6
28147,206,2023,7,12,16,8
28148,206,2023,7,12,17,9
28149,206,2023,7,12,18,10
28150,206,2023,7,12,19,10
28151,206,2023,7,12,20,11
28152,206,2023,7,12,21,14
28153,206,2023,7,12,22,9
28154,206,2023,7,12,23,5
28155,206,2023,7,13,0,1
28156,206,2023,7,13,1,0
28157,206,2023,7,13,2,0
28158,206,2023,7,13,3,0
28159,206,2023,7,13,4,0
28160,206,2023,7,13,5,0
28161,206,2023,7,13,6,0
28162,206,2023,7,13,7,2
28163,206,2023,7,13,8,2
28164,206,2023,7,13,9,3
28165,206,2023,7,13,10,3
28166,206,2023,7,13,11,5
28167,206,2023,7,13,12,8
28168,206,2023,7,13,13,11
28169,206,2023,7,13,14,12
28170,206,2023,7,13,15,11
28171,206,2023,7,13,16,10
28172,206,2023,7,13,17,7
28173,206,2023,7,13,18,6
28174,206,2023,7,13,19,5
28175,206,2023,7,13,20,6
28176,206,2023,7,13,21,6
28177,206,2023,7,13,22,6
28178,206,2023,7,13,23,5
28179,206,2023,7,14,0,1
28180,206,2023,7,14,1,0
28181,206,2023,7,14,2,0
28182,206,2023,7,14,3,0
28183,206,2023,7,14,4,0
28184,206,2023,7,14,5,0
28185,206,2023,7,14,6,0
28186,206,2023,7,14,7,1
28187,206,2023,7,14,8,4
28188,206,2023,7,14,9,4
28189,206,2023,7,14,10,3
28190,206,2023,7,14,11,3
28191,206,2023,7,14,12,3
28192,206,2023,7,14,13,6
28193,206,2023,7,14,14,6
28194,206,2023,7,14,15,7
28195,206,2023,7,14,16,9
28196,206,2023,7,14,17,6
28197,206,2023,7,14,18,5
28198,206,2023,7,14,19,13
28199,206,2023,7,14,20,14
28200,206,2023,7,14,21,10
28201,206,2023,7,14,22,8
28202,206,2023,7,14,23,7
28203,206,2023,7,15,0,2
28204,206,2023,7,15,1,2
28205,206,2023,7,15,2,2
28206,206,2023,7,15,3,1
28207,206,2023,7,15,4,1
28208,206,2023,7,15,5,1
28209,206,2023,7,15,6,1
28210,206,2023,7,15,7,1
28211,206,2023,7,15,8,0
28212,206,2023,7,15,9,2
28213,206,2023,7,15,10,5
28214,206,2023,7,15,11,7
28215,206,2023,7,15,12,11
28216,206,2023,7,15,13,9
28217,206,2023,7,15,14,12
28218,206,2023,7,15,15,12
28219,206,2023,7,15,16,13
28220,206,2023,7,15,17,14
28221,206,2023,7,15,18,15
28222,206,2023,7,15,19,15
28223,206,2023,7,15,20,12
28224,206,2023,7,15,21,5
28225,206,2023,7,15,22,2
28226,206,2023,7,15,23,2
28227,206,2023,7,16,0,3
28228,206,2023,7,16,1,1
28229,206,2023,7,16,2,1
28230,206,2023,7,16,3,1
28231,206,2023,7,16,4,1
28232,206,2023,7,16,5,1
28233,206,2023,7,16,6,1
28234,206,2023,7,16,7,1
28235,206,2023,7,16,8,1
28236,206,2023,7,16,9,1
28237,206,2023,7,16,10,3
28238,206,2023,7,16,11,4
28239,206,2023,7,16,12,6
28240,206,2023,7,16,13,13
28241,206,2023,7,16,14,16
28242,206,2023,7,16,15,14
28243,206,2023,7,16,16,11
28244,206,2023,7,16,17,14
28245,206,2023,7,16,18,15
28246,206,2023,7,16,19,13
28247,206,2023,7,16,20,8
28248,206,2023,7,16,21,7
28249,206,2023,7,16,22,3
28250,206,2023,7,16,23,2
28251,206,2023,7,17,0,1
28252,206,2023,7,17,1,2
28253,206,2023,7,17,2,2
28254,206,2023,7,17,3,2
28255,206,2023,7,17,4,2
28256,206,2023,7,17,5,1
28257,206,2023,7,17,6,1
28258,206,2023,7,17,7,1
28259,206,2023,7,17,8,3
28260,206,2023,7,17,9,6
28261,206,2023,7,17,10,7
28262,206,2023,7,17,11,7
28263,206,2023,7,17,12,6
28264,206,2023,7,17,13,7
28265,206,2023,7,17,14,6
28266,206,2023,7,17,15,5
28267,206,2023,7,17,16,6
28268,206,2023,7,17,17,7
28269,206,2023,7,17,18,9
28270,206,2023,7,17,19,7
28271,206,2023,7,17,20,6
28272,206,2023,7,17,21,5
28273,206,2023,7,17,22,2
28274,206,2023,7,17,23,2
28275,206,2023,7,18,0,1
28276,206,2023,7,18,1,0
28277,206,2023,7,18,2,0
28278,206,2023,7,18,3,0
28279,206,2023,7,18,4,0
28280,206,2023,7,18,5,0
28281,206,2023,7,18,6,0
28282,206,2023,7,18,7,4
28283,206,2023,7,18,8,10
28284,206,2023,7,18,9,12
28285,206,2023,7,18,10,13
28286,206,2023,7,18,11,12
28287,206,2023,7,18,12,11
28288,206,2023,7,18,13,11
28289,206,2023,7,18,14,10
28290,206,2023,7,18,15,7
28291,206,2023,7,18,16,7
